compound	BLK_1	PB_PM1	PB_PM10	PB_PM11	PB_PM12	PB_PM2	PB_PM3	PB_PM4	PB_PM5	PB_PM6	PB_PM7	PB_PM8	PB_PM9	PM1_D0	PM1_D10	PM1_D30	PM1_D50	PM10_D0	PM10_D10	PM10_D30	PM10_D50	PM11_D0	PM11_D10	PM11_D30	PM11_D50	PM12_D0	PM12_D10	PM2_D0	PM2_D10	PM2_D30	PM2_D50	PM3_D0	PM3_D10	PM3_D30	PM3_D50	PM4_D0	PM4_D10	PM4_D30	PM4_D50	PM5_D0	PM5_D10	PM5_D30	PM5_D50	PM6_D0	PM6_D10	PM6_D30	PM6_D50	PM7_D0	PM7_D10	PM7_D30	PM7_D50	PM8_D0	PM8_D10	PM8_D30	PM8_D50	PM9_D0	PM9_D10	PM9_D30	PM9_D50	QC2	QC3	QC4	QC5	QC6	QC7
ft67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3273913	7786866	NA	1649461	1377226	2245880	2197840	NA	NA	2207019	2662112	NA	NA	NA	NA	NA	NA	NA	4525425	NA	NA	NA	NA	NA	NA	NA	1934299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1126813	NA	NA	NA	NA	NA	NA	NA
ft66	4696539	9073382	9803613	10341533	9463799	8822445	5476846	7366322	6648734	9176758	10313080	7616864	3181902	6325422	2973387	6567327	4862903	5221009	4921677	5661490	4646790	6196208	5726735	5424810	5835211	4761720	5532873	6569934	5057686	1950813	3631999	5428852	6004112	6491074	6259105	5484813	NA	5102393	5929384	4955229	5051202	4614865	5244657	4917523	5094726	7176093	5447501	5503709	6144216	5462354	5265091	5859124	NA	4839160	5272262	4941467	5346680	4683452	6639256	8047376	7956323	8446442	7890610	7182678	7288927
ft68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1287218	NA	NA	NA	1180563	NA	NA	NA	95879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft69	1311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17732	NA	821430	NA	NA	NA	NA	NA	NA	NA	NA	NA	5461	NA	NA	NA	NA	NA	NA	NA	15636	NA	4995	NA	2662	3875	NA	NA	NA	NA	NA	NA	476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17860
ft83	47147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45930	NA	NA	NA	NA	NA	NA	NA	36247	NA	NA	NA	NA	NA	NA	36055	NA	NA	NA	36987	NA	NA	26262	NA	41062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft77	416698	316499	333955	317132	308329	337356	285005	288246	359209	282649	347392	NA	297101	287526	135754	313949	170310	303594	321711	NA	323065	294877	NA	292421	281888	58333	333816	362894	339812	298580	296892	287068	294601	291288	321350	341999	NA	298537	129568	360045	322287	250922	318604	297078	299045	342098	290940	330522	330195	261165	326527	NA	NA	288002	316165	228894	340634	345529	NA	306128	330838	NA	326317	257935	NA
ft87	NA	129461	144513	179824	150962	152104	101841	123821	145761	126654	172024	NA	153360	129233	142695	NA	NA	NA	157466	NA	NA	NA	NA	NA	NA	NA	NA	122646	NA	NA	112004	107546	90784	104646	NA	NA	NA	NA	NA	NA	NA	NA	NA	90187	NA	123950	126468	128999	119589	106872	NA	116991	NA	NA	NA	95315	NA	NA	NA	132804	NA	NA	NA	117242	NA
ft103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	316470	NA	NA	NA	NA	NA	NA
ft86	NA	NA	461239	464887	419934	485988	353190	419260	463930	371387	480007	406987	421605	377213	485775	447810	83333	NA	306424	400766	361403	377276	NA	382289	179295	NA	334603	432145	510480	380066	NA	NA	351484	345068	392345	346409	42268	366615	344830	NA	353918	346161	430200	357910	358455	443816	349808	NA	426325	NA	402323	407612	NA	NA	377495	358753	473864	408077	442046	482486	433431	437212	NA	365046	NA
ft88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288819	NA	187366	NA	NA	137449	487994	90227	169722	NA	134553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122518	383099	NA	128244	NA	NA	NA	NA	NA	189313	211652	238938
ft84	64769	34609	71135	63008	22440	60172	63469	43476	66713	61620	68556	59679	60988	62620	65570	66053	NA	NA	66963	NA	68532	NA	NA	58606	66148	53633	NA	33769	75769	58134	47292	56554	68168	61579	74856	69148	14373	NA	31202	58860	33492	53378	59402	58381	NA	NA	59545	71271	62238	52506	64229	65029	23915	62593	NA	NA	NA	68842	NA	73491	67920	NA	66330	NA	65309
ft85	NA	NA	50491	NA	NA	NA	NA	NA	NA	25779	NA	NA	NA	NA	NA	NA	NA	70282	74143	NA	104483	266614	75341	151267	35674	NA	156084	NA	NA	NA	NA	NA	NA	NA	140702	59769	NA	95385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59664	NA	NA	1431717	126810	41482	NA	140356	NA	150349	141549	167910	119100	NA
ft89	NA	NA	NA	83888	NA	65369	165358	NA	NA	92572	NA	NA	NA	NA	164161	121198	323510	NA	NA	134541	371666	NA	NA	NA	NA	NA	NA	NA	165800	52416	NA	440794	81750	244601	303628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175609	NA	NA	382955	150798	104933	NA	NA	399217	149069	149805	NA	180168	56476	NA	732941	693823	NA	546817	NA
ft78	335289	NA	381880	455263	499038	489958	384617	420469	266955	NA	573149	323695	415644	517953	335092	490987	423649	490355	479260	328727	376281	125818	276221	489722	184296	322261	365579	727676	677487	230660	597900	613273	373620	776366	894486	NA	NA	891179	636869	NA	NA	550832	700658	710452	626662	734606	774880	716230	800205	686581	786973	801845	NA	NA	487434	849120	644535	800801	NA	769775	360238	149878	881887	151752	694984
ft96	NA	NA	NA	NA	NA	NA	NA	NA	133358	NA	NA	55202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33730	19012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38302	NA	NA	NA	51508	NA	NA	NA	NA	21448
ft99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	574	NA	NA	NA	NA	NA	2343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15295	NA
ft98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5033	NA	NA	NA	NA	NA	NA	NA	3920	32995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6480	NA	NA	NA	NA	NA	NA	NA	30664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft74	142881	487303	539968	538223	609568	585194	426326	446824	593705	416777	555397	472697	457404	466203	647142	530247	NA	492185	539836	539733	508852	496685	465108	487247	471266	462515	577747	490290	538102	NA	503106	403107	453479	415665	648637	243333	797683	450419	423516	441271	563824	439434	552537	497595	NA	548250	440191	391087	528216	NA	644602	544716	82361	571762	529749	NA	552601	626293	563182	541616	513731	591750	559190	429884	489304
ft104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104951	NA	NA	NA
ft75	NA	32562	86293	39044	34303	NA	44149	46866	36349	68058	41027	48248	46852	13057	204529	1006619	NA	169830	84274	38658	153040	NA	92347	105220	119735	194398	195255	255757	91373	82230	116041	35341	NA	NA	48815	NA	NA	NA	31749	17101	22471	NA	18286	29641	NA	NA	22675	40786	NA	NA	37464	16470	NA	57037	512447	147179	107233	NA	392446	452478	421559	687898	NA	318269	311366
ft81	29163	28790	56274	47917	28880	32544	32299	24344	28679	56345	39182	56301	NA	332223	46190	172047	251843	84595	36732	29820	NA	40437	19154	35170	NA	30903	43913	662772	411625	116704	434197	54058	55904	44061	40687	41518	NA	26047	48451	45590	38235	NA	NA	15284	17584	41265	24753	42195	53594	20590	37429	40198	NA	20970	217723	32611	NA	46831	NA	63313	68145	68483	NA	105238	69780
ft93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135887	NA	105841	NA	NA	71889	304300	57766	NA	53963	92297	59974	45880	NA	NA	6974	NA	NA	NA	NA	41964	NA	NA	29197	41982	NA	NA	NA	2367	20149	NA	NA	NA	17722	NA	NA	NA	480686	65991	NA	NA	47048	NA	283583	141367	121627	260999	95954	NA	131369
ft92	NA	50024	38116	21602	24072	NA	NA	37805	37122	21693	32179	22639	20226	47300	35130	967008	NA	NA	NA	25871	NA	NA	220178	NA	NA	NA	NA	131241	NA	NA	41636	35588	NA	81671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58353	77793	NA	NA	NA	32581	NA	NA	NA	NA	NA	89657	62718	NA	77739	60312	NA
ft102	NA	NA	NA	NA	159839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	193074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft79	137077	279258	195182	232400	189156	222983	198761	251453	220777	148555	71010	180452	240790	179915	256833	223157	163125	213868	173788	173806	229289	186626	184265	288442	230877	197293	290998	354298	196138	225680	NA	225706	466977	180154	255642	626215	807379	122901	203970	331004	177377	108490	683673	239410	164221	249568	313456	415061	93879	203357	205217	548067	631837	146761	458188	252418	160845	167627	598340	416126	284472	274917	265215	224426	257334
ft80	551610	250764	137338	174131	NA	NA	NA	NA	NA	NA	293906	111525	104572	NA	262201	238867	NA	281850	572487	354130	332680	266607	177500	320227	207324	180990	NA	NA	546635	155134	NA	NA	170127	NA	NA	NA	NA	200450	213010	145948	532361	146512	541522	238057	NA	677043	NA	14260	607148	NA	517380	418904	NA	244616	411362	252069	552656	NA	386020	NA	NA	276439	241505	161752	180196
ft94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164914	NA	NA	NA	NA	284065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160561	NA	NA	NA	NA	269604	NA	221373	NA	NA	NA	NA	NA
ft90	NA	19332	NA	NA	17082	20972	NA	16646	NA	NA	20455	20270	NA	NA	21509	16486	NA	NA	20926	11518	NA	NA	NA	19247	NA	NA	NA	NA	NA	17252	NA	24976	NA	NA	22027	23936	19095	NA	NA	NA	NA	NA	21207	NA	NA	25029	NA	22544	NA	NA	NA	NA	NA	NA	NA	NA	33269	22864	NA	21841	NA	NA	20775	16148	19974
ft97	NA	NA	NA	NA	55980	35757	71362	NA	NA	56946	NA	NA	NA	NA	NA	NA	52388	NA	NA	NA	NA	NA	NA	NA	19570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26382	17015	NA	NA	NA	NA	NA	NA	NA	68998	NA	NA	NA	NA	NA	39145	23453	NA	NA	NA	NA	NA	NA
ft76	NA	311407	237119	263769	280422	317368	228567	263325	356990	241217	273282	195716	273046	197520	291097	99242	265622	42413	33907	NA	59078	20590	27263	60721	NA	51565	6280	302324	254167	219831	293462	243569	253895	246295	266510	239974	NA	265115	233571	295641	209519	43332	227858	217340	195097	254313	253354	224989	279668	200560	60319	294659	NA	95345	52948	63079	55930	119607	NA	45427	53938	NA	47109	24244	34064
ft101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft91	NA	NA	12420	NA	NA	NA	NA	NA	98865	NA	88990	NA	63079	64026	78281	NA	119636	NA	NA	26985	32922	NA	NA	NA	NA	NA	34858	80430	63351	55735	62321	NA	NA	NA	NA	NA	NA	71053	NA	NA	53706	48772	NA	NA	NA	51328	61281	NA	NA	33925	NA	NA	NA	NA	33936	58381	NA	11549	NA	NA	NA	NA	NA	NA	NA
ft73	37170	NA	NA	NA	39959	39132	NA	NA	NA	NA	42188	33227	36174	39556	43777	NA	NA	47910	52906	NA	45791	NA	NA	37254	36718	NA	NA	NA	NA	38730	NA	NA	NA	NA	NA	NA	45790	NA	NA	45940	45307	37979	NA	NA	41137	47688	NA	51829	NA	NA	NA	45268	NA	39329	43128	42000	49564	47468	42262	39263	43738	41137	40117	34936	NA
ft95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1774	NA	NA	NA	NA	NA	NA	NA	NA	46815	NA	35984	43905	52837	10075	NA	15476	13724	16956	NA	27858	NA	NA	10397	32237	17261	NA	21781	15037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft72	28250	36918	30491	42206	48981	45326	36514	47095	43559	30390	NA	38581	39748	39024	47093	NA	21227	37436	28505	41232	34811	20909	36280	41769	26457	39003	45366	42456	45973	39485	39580	50990	37375	29227	37639	36900	NA	34576	11375	39087	45029	36487	42764	38384	40397	43486	NA	45769	40714	NA	36802	40390	NA	37225	39265	37090	48515	43982	26726	40123	40097	40898	40019	32401	35252
ft100	76478	NA	NA	NA	83212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft82	85183	38814	99183	74549	50866	33970	54090	41396	38651	68293	68271	66428	59149	NA	24682	39569	NA	NA	68664	49705	26554	37848	NA	35108	NA	38265	55705	24266	42172	50000	NA	21932	NA	NA	40955	54103	NA	31511	NA	26682	37828	NA	48452	22997	14165	54462	43117	40144	61206	24527	55204	51923	NA	NA	NA	NA	50011	65858	46893	45617	44434	68379	45635	NA	47848
ft71	286126	133556	122926	129233	53048	126580	87745	95277	107507	84983	157200	111515	103196	125924	125306	183029	39002	250176	265131	234146	221618	241599	178088	196686	178251	136472	201326	155483	148469	59205	134702	114518	106735	112530	161897	NA	NA	155551	138432	151689	204352	122475	NA	164058	172209	182391	168361	173800	227569	142328	203375	220385	NA	181032	225292	151603	247520	276360	262440	207366	194723	218565	205173	147262	174349
ft112	NA	12666	NA	NA	NA	NA	NA	NA	9667	10262	17334	NA	NA	NA	NA	30832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft108	NA	27100	19010	21533	19880	27244	48387	23572	34208	NA	35290	24402	31763	NA	NA	40135	21309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19032	32764	12500	29735	NA	NA	NA	21913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9889	NA	14057	NA	NA	NA
ft109	NA	32599	36266	NA	NA	NA	NA	15793	NA	60558	30295	NA	18862	27022	29645	31417	83824	NA	NA	16343	32708	43813	NA	16875	40557	32501	22214	38370	50264	24884	24721	34629	22727	30554	121281	36426	NA	NA	NA	21253	19074	NA	NA	14251	NA	NA	90267	15457	NA	15425	52699	27909	NA	NA	228573	13398	25855	NA	32822	25808	23121	27497	29938	20021	19139
ft107	25818	35219	45418	43005	43573	46470	49200	49939	117149	NA	38139	51076	51496	111985	217555	40255	NA	229738	27434	29859	NA	43576	33605	NA	30042	56221	40556	NA	30460	63263	36094	31074	31187	27325	NA	28405	NA	NA	131256	28039	27057	NA	29578	29117	NA	26760	25259	33646	26212	28090	33097	33738	NA	NA	NA	NA	30441	28895	64944	38571	44082	45779	49276	38591	50865
ft113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54389	NA	NA	NA	NA	NA	NA	NA	2429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft110	123275	NA	NA	NA	NA	95883	449848	NA	205245	NA	111894	NA	NA	NA	NA	750226	NA	173726	NA	NA	NA	280539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109881	NA	NA	NA	83483	91796	NA	112207	NA	104337	34484	NA	NA	107060	NA	NA	NA	NA	85365	NA	63350	NA	NA	NA	127799	90676	NA	169602	NA	157204	23261	NA
ft111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft106	NA	NA	NA	522105	NA	NA	1549628	NA	409535	NA	545627	1026401	1207588	NA	4158345	NA	NA	NA	304087	156004	NA	NA	NA	NA	NA	NA	276249	NA	NA	NA	NA	NA	523990	NA	NA	NA	NA	NA	NA	NA	NA	NA	321331	NA	196831	NA	597704	678714	NA	NA	NA	NA	NA	773225	1425792	789308	NA	NA	NA	1126391	NA	879240	NA	NA	813155
ft105	NA	1317155	2906434	2167551	1804413	918899	3950443	1663196	1805723	2158130	2281995	2132030	2718459	5867982	14775839	3179934	4401148	1848051	544422	247765	1190894	2824486	935436	1682394	737514	1890124	1156816	9885779	2718327	3890674	8234869	3893398	2130185	4522508	5320453	4303354	NA	1336298	4299454	2242051	656674	393084	1324373	1369540	797276	354284	1950950	2813402	1213733	1038379	2031177	4626527	NA	1667371	5903329	2068076	569900	530136	735282	2271451	2507436	2052303	2504876	2018003	2221379
ft122	NA	13346	NA	NA	NA	NA	NA	NA	27602	NA	15998	54319	NA	NA	NA	NA	NA	NA	NA	NA	22494	NA	NA	31127	21910	NA	NA	19479	16181	18923	NA	20582	32930	15192	NA	37446	9667	NA	19203	NA	12956	NA	32727	NA	12041	NA	NA	NA	NA	NA	NA	25954	19952	NA	31883	NA	NA	13802	20885	12341	NA	9724	NA	36262	16839
ft120	NA	19461	21504	33595	15066	NA	NA	22439	32707	18690	25631	17882	NA	NA	NA	NA	NA	34461	NA	NA	NA	NA	15517	19606	NA	NA	NA	NA	36220	42908	NA	NA	27777	NA	NA	NA	NA	20679	NA	22191	NA	NA	22228	13035	NA	NA	30791	22542	17357	21868	30363	NA	NA	37275	NA	26394	NA	13021	NA	31374	29293	25830	38052	30183	24477
ft123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9921	9995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24917	NA	NA	NA	NA	NA	NA
ft124	NA	NA	NA	NA	NA	11565	10231	NA	NA	NA	NA	NA	NA	NA	9819	NA	NA	NA	9710	14355	11619	NA	NA	NA	12455	NA	12989	NA	12644	15919	16765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9010	10829	NA	11017	NA	10392	NA	NA	11781	9905	NA	10170	NA	10649	11916	11199	NA	NA	10301	NA	NA	NA	NA
ft127	NA	NA	NA	369638	514580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14683	13690	NA	NA	NA	14017	13548	NA	13511	13011	NA	13412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft118	60841	5192317	2483658	658738	3109712	1234388	206307	3601354	2011995	5771122	2369444	5115212	4615912	160617	34194	123781	102425	47517	NA	NA	53364	68069	73792	58990	59031	130954	60866	174223	165475	48765	94877	54527	65767	107860	88316	51135	18234	53829	106959	72692	67967	37412	52325	50167	49126	45137	54880	NA	44129	51723	NA	74384	NA	34103	69649	69378	61429	NA	71127	682864	764363	630564	747707	614960	696462
ft119	NA	NA	NA	NA	NA	NA	52321	NA	NA	NA	NA	NA	NA	58415	NA	77357	NA	16672	NA	NA	NA	74975	NA	NA	80065	60321	NA	NA	NA	31593	52255	NA	58137	57774	53575	NA	NA	NA	55896	56193	NA	62496	NA	NA	NA	NA	60197	NA	48382	32017	NA	29273	NA	66359	NA	62877	NA	NA	NA	NA	NA	79848	80874	72686	80474
ft130	NA	NA	NA	NA	NA	NA	NA	61223	NA	59446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft129	NA	562855	760138	407890	137721	NA	NA	416231	318907	NA	380425	55943	854692	NA	NA	NA	NA	NA	61456	42632	NA	NA	NA	NA	NA	NA	65210	NA	NA	NA	NA	NA	29165	NA	NA	NA	109936	NA	NA	21277	NA	NA	NA	NA	76669	NA	NA	134341	NA	NA	39795	NA	NA	NA	NA	NA	104450	50542	111953	NA	127556	NA	NA	119293	NA
ft132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13435	NA	12931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3538	3227	NA	NA	NA	NA	NA	25708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15105	NA	27074	NA	58835	18057	NA	NA	NA	3151	NA	NA	NA	NA	NA	NA	NA	NA	3113	28927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37561	NA	NA	7628	NA	8174
ft117	115831	NA	NA	9988	NA	103884	94094	NA	69559	NA	95759	NA	101265	99139	117882	151556	38885	148218	117221	NA	139457	148344	149257	133860	161024	126250	154916	111600	94559	109701	108687	101764	123059	109375	114394	103883	117963	104862	114264	106157	113385	110622	109501	NA	110999	105350	113172	113312	102001	110039	93706	123752	54433	136677	54413	141699	134114	113651	127410	118338	139497	171979	154736	134519	151532
ft121	8738	32422	56615	57888	48441	55221	55623	50878	73409	52597	34345	58789	NA	44528	69318	NA	NA	18357	NA	18609	NA	NA	18550	18098	NA	22654	36169	31036	NA	NA	91315	NA	28320	NA	NA	NA	NA	NA	15516	46777	NA	18149	NA	NA	NA	NA	NA	23101	NA	NA	NA	NA	NA	15212	22496	17162	NA	NA	NA	33050	38457	NA	24807	19577	27757
ft131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18896	12783	NA	NA	31414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft125	NA	1031462	305477	NA	NA	405888	239993	NA	NA	196602	NA	415654	56484	NA	NA	NA	NA	106658	NA	NA	NA	NA	NA	NA	NA	212513	NA	NA	NA	NA	252843	NA	120242	335027	NA	313349	NA	NA	NA	108870	NA	NA	198749	NA	175673	NA	NA	NA	NA	NA	NA	166194	NA	NA	NA	NA	NA	NA	NA	NA	NA	261539	NA	NA	NA
ft115	NA	380655	1053877	779014	750814	951591	837822	428075	976808	836672	984527	945403	693163	674026	653502	898362	120093	376804	441960	583702	484734	570153	265235	274212	651215	466142	404072	659870	877300	382779	541174	928552	567649	807889	630902	652462	NA	475822	641603	510131	550584	392667	579033	407899	475604	354848	469079	519768	519743	455875	251679	616257	NA	396489	446931	513754	597514	461001	517620	617426	660011	696765	664028	540886	621562
ft133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5375	NA	NA	NA	NA	NA	NA	58023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft116	31587	NA	31963	28748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36827	31001	18075	30950	NA	33883	35347	31628	29859	31176	NA	28758	38646	33738	NA	33592	27986	26284	NA	NA	29855	NA	47682	NA	NA	NA	NA	NA	34785	29198	NA	NA	29849	36035	NA	27141	NA	34577	23827	NA	32547	28826	36487	37090	NA	NA	31234	33325	NA	26327	31298
ft128	NA	NA	30812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft114	NA	6821	NA	NA	12138	14200	NA	12183	14547	NA	14044	NA	12569	NA	NA	14099	NA	NA	NA	NA	13896	NA	NA	NA	NA	NA	12989	NA	NA	NA	NA	12218	15182	15490	14982	13145	NA	NA	12567	13436	NA	NA	NA	13842	NA	NA	13037	14773	NA	12719	NA	16383	NA	NA	14073	NA	NA	NA	NA	NA	11919	NA	NA	NA	12366
